County,year,month,Active.Ingredient.new,total,ym
YUMA,1999,3,ZETA-CYPERMETHRIN,10.47449,3/1/1999
YUMA,1999,4,ACEPHATE,5.409125,4/1/1999
YUMA,1999,4,BIFENTHRIN,0.277355,4/1/1999
YUMA,1999,4,CHLORPYRIFOS,225.908685,4/1/1999
YUMA,1999,4,CYFLUTHRIN,5.824,4/1/1999
YUMA,1999,4,CYPERMETHRIN,15.485145,4/1/1999
YUMA,1999,4,DIAZINON,6.39301,4/1/1999
YUMA,1999,4,DIMETHOATE,366.583165,4/1/1999
YUMA,1999,4,DISULFOTON,27.1674,4/1/1999
YUMA,1999,4,ESFENVALERATE,2.403115,4/1/1999
YUMA,1999,4,FORMETANATE HYDROCHLORIDE,21.565125,4/1/1999
YUMA,1999,4,LAMBDA-CYHALOTHRIN,9.000095,4/1/1999
YUMA,1999,4,MALATHION,349.097645,4/1/1999
YUMA,1999,4,METHAMIDOPHOS,10.67222,4/1/1999
YUMA,1999,4,METHOMYL,33.272875,4/1/1999
YUMA,1999,4,OXYDEMETON-METHYL,37.931595,4/1/1999
YUMA,1999,4,PERMETHRIN,75.25853,4/1/1999
YUMA,1999,4,PHORATE,8,4/1/1999
YUMA,1999,5,ACEPHATE,2.571375,5/1/1999
YUMA,1999,5,CHLORPYRIFOS,114.150505,5/1/1999
YUMA,1999,5,CYFLUTHRIN,8.216,5/1/1999
YUMA,1999,5,CYPERMETHRIN,1.67011,5/1/1999
YUMA,1999,5,DIAZINON,0.26,5/1/1999
YUMA,1999,5,DIMETHOATE,178.131915,5/1/1999
YUMA,1999,5,ESFENVALERATE,106.769845,5/1/1999
YUMA,1999,5,FORMETANATE HYDROCHLORIDE,113.262625,5/1/1999
YUMA,1999,5,LAMBDA-CYHALOTHRIN,1.45041,5/1/1999
YUMA,1999,5,MALATHION,145.944955,5/1/1999
YUMA,1999,5,METHOMYL,47.2931875,5/1/1999
YUMA,1999,5,OXYDEMETON-METHYL,5.86443,5/1/1999
YUMA,1999,5,PERMETHRIN,3.853845,5/1/1999
YUMA,1999,6,ACEPHATE,17.314,6/1/1999
YUMA,1999,6,BIFENTHRIN,2.48209,6/1/1999
YUMA,1999,6,CHLORPYRIFOS,62.386545,6/1/1999
YUMA,1999,6,CYFLUTHRIN,7.48189,6/1/1999
YUMA,1999,6,CYPERMETHRIN,0.237705,6/1/1999
YUMA,1999,6,DIMETHOATE,35.36,6/1/1999
YUMA,1999,6,ESFENVALERATE,3.09478,6/1/1999
YUMA,1999,6,FORMETANATE HYDROCHLORIDE,15.0390625,6/1/1999
YUMA,1999,6,LAMBDA-CYHALOTHRIN,1.16285,6/1/1999
YUMA,1999,6,MALATHION,101.565035,6/1/1999
YUMA,1999,6,METHOMYL,46.9844725,6/1/1999
YUMA,1999,6,OXAMYL,4.565275,6/1/1999
YUMA,1999,6,OXYDEMETON-METHYL,5.694975,6/1/1999
YUMA,1999,6,PERMETHRIN,1.55031,6/1/1999
YUMA,1999,7,ACEPHATE,224.0883125,7/1/1999
YUMA,1999,7,AZINPHOS-METHYL,6.2413,7/1/1999
YUMA,1999,7,BIFENTHRIN,9.63534,7/1/1999
YUMA,1999,7,CHLORPYRIFOS,113.265425,7/1/1999
YUMA,1999,7,CYFLUTHRIN,75.777455,7/1/1999
YUMA,1999,7,CYPERMETHRIN,0.80886,7/1/1999
YUMA,1999,7,DIMETHOATE,49.114195,7/1/1999
YUMA,1999,7,ESFENVALERATE,23.73813,7/1/1999
YUMA,1999,7,FENPROPATHRIN,61.02252,7/1/1999
YUMA,1999,7,FORMETANATE HYDROCHLORIDE,4.5266875,7/1/1999
YUMA,1999,7,LAMBDA-CYHALOTHRIN,7.19277,7/1/1999
YUMA,1999,7,MALATHION,9.413365,7/1/1999
YUMA,1999,7,METHIDATHION,4,7/1/1999
YUMA,1999,7,METHOMYL,40.34123,7/1/1999
YUMA,1999,7,NALED,0.227955,7/1/1999
YUMA,1999,7,OXAMYL,81.19826,7/1/1999
YUMA,1999,7,PERMETHRIN,4.278885,7/1/1999
YUMA,1999,7,"PHOSPHORODITHIOIC ACID, O-ETHYL O-(4-(METHYLTHIO)PHENYL) S-PROPYL ESTER",0.78858,7/1/1999
YUMA,1999,7,ZETA-CYPERMETHRIN,7.170995,7/1/1999
YUMA,1999,8,ACEPHATE,179.8395625,8/1/1999
YUMA,1999,8,BENSULIDE,174.10536,8/1/1999
YUMA,1999,8,BIFENTHRIN,6.94915,8/1/1999
YUMA,1999,8,CHLORPYRIFOS,305.62107,8/1/1999
YUMA,1999,8,CYFLUTHRIN,16.41874,8/1/1999
YUMA,1999,8,CYPERMETHRIN,17.34395,8/1/1999
YUMA,1999,8,DIAZINON,52.24523,8/1/1999
YUMA,1999,8,DIMETHOATE,24.132095,8/1/1999
YUMA,1999,8,ESFENVALERATE,40.375855,8/1/1999
YUMA,1999,8,ETHEPHON,12.61429,8/1/1999
YUMA,1999,8,FENPROPATHRIN,162.31826,8/1/1999
YUMA,1999,8,FORMETANATE HYDROCHLORIDE,6.1814375,8/1/1999
YUMA,1999,8,LAMBDA-CYHALOTHRIN,4.695535,8/1/1999
YUMA,1999,8,MALATHION,4.209205,8/1/1999
YUMA,1999,8,METHIDATHION,17.434125,8/1/1999
YUMA,1999,8,METHOMYL,57.1484425,8/1/1999
YUMA,1999,8,OXAMYL,84.78756,8/1/1999
YUMA,1999,8,PERMETHRIN,18.0664,8/1/1999
YUMA,1999,8,TRIBUFOS,59.87358,8/1/1999
YUMA,1999,8,ZETA-CYPERMETHRIN,6.04864,8/1/1999
YUMA,1999,9,ACEPHATE,163.6070625,9/1/1999
YUMA,1999,9,BENSULIDE,3196.318125,9/1/1999
YUMA,1999,9,CHLORPYRIFOS,519.1508425,9/1/1999
YUMA,1999,9,CYFLUTHRIN,0.39871,9/1/1999
YUMA,1999,9,CYPERMETHRIN,206.95415,9/1/1999
YUMA,1999,9,DIAZINON,999.1946725,9/1/1999
YUMA,1999,9,DISULFOTON,1.3,9/1/1999
YUMA,1999,9,ESFENVALERATE,134.5162,9/1/1999
YUMA,1999,9,ETHEPHON,12.65953,9/1/1999
YUMA,1999,9,FENPROPATHRIN,8.86405,9/1/1999
YUMA,1999,9,FORMETANATE HYDROCHLORIDE,1.65,9/1/1999
YUMA,1999,9,LAMBDA-CYHALOTHRIN,50.063325,9/1/1999
YUMA,1999,9,MALATHION,13.28405,9/1/1999
YUMA,1999,9,METHOMYL,1024.713288,9/1/1999
YUMA,1999,9,PERMETHRIN,395.8771525,9/1/1999
YUMA,1999,9,THIODICARB,11.2736,9/1/1999
YUMA,1999,9,TRIBUFOS,47.2732,9/1/1999
YUMA,1999,9,ZETA-CYPERMETHRIN,36.26948,9/1/1999
YUMA,1999,10,ACEPHATE,190.9924375,10/1/1999
YUMA,1999,10,BENSULIDE,2978.014975,10/1/1999
YUMA,1999,10,BIFENTHRIN,5.64083,10/1/1999
YUMA,1999,10,CARBARYL,16.666625,10/1/1999
YUMA,1999,10,CHLORPYRIFOS,372.2208625,10/1/1999
YUMA,1999,10,CYPERMETHRIN,378.140565,10/1/1999
YUMA,1999,10,DIAZINON,1627.96803,10/1/1999
YUMA,1999,10,DIMETHOATE,24.475035,10/1/1999
YUMA,1999,10,ESFENVALERATE,133.280485,10/1/1999
YUMA,1999,10,FORMETANATE HYDROCHLORIDE,0.863,10/1/1999
YUMA,1999,10,LAMBDA-CYHALOTHRIN,160.38425,10/1/1999
YUMA,1999,10,MALATHION,66.371825,10/1/1999
YUMA,1999,10,METHOMYL,2790.409248,10/1/1999
YUMA,1999,10,PERMETHRIN,982.5326625,10/1/1999
YUMA,1999,10,THIODICARB,104.635375,10/1/1999
YUMA,1999,10,TRIBUFOS,4.337255,10/1/1999
YUMA,1999,10,ZETA-CYPERMETHRIN,159.88206,10/1/1999
YUMA,1999,11,ACEPHATE,86.36875,11/1/1999
YUMA,1999,11,BENSULIDE,996.46001,11/1/1999
YUMA,1999,11,BIFENTHRIN,4.64802,11/1/1999
YUMA,1999,11,CHLORPYRIFOS,81.1298125,11/1/1999
YUMA,1999,11,CYPERMETHRIN,192.69707,11/1/1999
YUMA,1999,11,DIAZINON,905.9625,11/1/1999
YUMA,1999,11,DIMETHOATE,91.117845,11/1/1999
YUMA,1999,11,ESFENVALERATE,17.257955,11/1/1999
YUMA,1999,11,LAMBDA-CYHALOTHRIN,132.000635,11/1/1999
YUMA,1999,11,MALATHION,36.45824,11/1/1999
YUMA,1999,11,METHOMYL,1058.976083,11/1/1999
YUMA,1999,11,PERMETHRIN,730.0793525,11/1/1999
YUMA,1999,11,THIODICARB,63.3061,11/1/1999
YUMA,1999,11,ZETA-CYPERMETHRIN,81.214445,11/1/1999
YUMA,1999,12,ACEPHATE,235.1085,12/1/1999
YUMA,1999,12,BENSULIDE,492.25735,12/1/1999
YUMA,1999,12,BIFENTHRIN,8.27151,12/1/1999
YUMA,1999,12,CHLORPYRIFOS,9.410125,12/1/1999
YUMA,1999,12,CYPERMETHRIN,107.27886,12/1/1999
YUMA,1999,12,DIAZINON,377.95022,12/1/1999
YUMA,1999,12,DIMETHOATE,86.70623,12/1/1999
YUMA,1999,12,ESFENVALERATE,2.8652,12/1/1999
YUMA,1999,12,LAMBDA-CYHALOTHRIN,64.859015,12/1/1999
YUMA,1999,12,MALATHION,119.757105,12/1/1999
YUMA,1999,12,METHOMYL,827.8041425,12/1/1999
YUMA,1999,12,OXAMYL,9.17124,12/1/1999
YUMA,1999,12,PERMETHRIN,284.995305,12/1/1999
YUMA,1999,12,THIODICARB,3.639025,12/1/1999
YUMA,1999,12,ZETA-CYPERMETHRIN,31.640635,12/1/1999
YUMA,2000,1,ACEPHATE,224.634375,1/1/2000
YUMA,2000,1,BENSULIDE,303.97887,1/1/2000
YUMA,2000,1,BIFENTHRIN,9.366565,1/1/2000
YUMA,2000,1,CHLORPYRIFOS,28.570245,1/1/2000
YUMA,2000,1,CYPERMETHRIN,115.08055,1/1/2000
YUMA,2000,1,DIAZINON,38.688065,1/1/2000
YUMA,2000,1,DIMETHOATE,184.57309,1/1/2000
YUMA,2000,1,DISULFOTON,1.75292,1/1/2000
YUMA,2000,1,ESFENVALERATE,3.54172,1/1/2000
YUMA,2000,1,LAMBDA-CYHALOTHRIN,94.864315,1/1/2000
YUMA,2000,1,MALATHION,94.91664,1/1/2000
YUMA,2000,1,METHOMYL,1068.53398,1/1/2000
YUMA,2000,1,OXAMYL,5.2,1/1/2000
YUMA,2000,1,OXYDEMETON-METHYL,8.386755,1/1/2000
YUMA,2000,1,PERMETHRIN,378.2390675,1/1/2000
YUMA,2000,1,THIODICARB,3.789305,1/1/2000
YUMA,2000,1,ZETA-CYPERMETHRIN,14.39893,1/1/2000
YUMA,2000,2,ACEPHATE,142.20525,2/1/2000
YUMA,2000,2,BENSULIDE,278.92748,2/1/2000
YUMA,2000,2,BIFENTHRIN,0.6656,2/1/2000
YUMA,2000,2,CHLORPYRIFOS,29.32579,2/1/2000
YUMA,2000,2,CYPERMETHRIN,128.06742,2/1/2000
YUMA,2000,2,DIAZINON,27.539265,2/1/2000
YUMA,2000,2,DIMETHOATE,159.45007,2/1/2000
YUMA,2000,2,LAMBDA-CYHALOTHRIN,123.316375,2/1/2000
YUMA,2000,2,MALATHION,296.28781,2/1/2000
YUMA,2000,2,METHAMIDOPHOS,6.23922,2/1/2000
YUMA,2000,2,METHOMYL,993.589045,2/1/2000
YUMA,2000,2,OXYDEMETON-METHYL,10.40819,2/1/2000
YUMA,2000,2,PERMETHRIN,432.722075,2/1/2000
YUMA,2000,2,PHORATE,22.0521875,2/1/2000
YUMA,2000,2,ZETA-CYPERMETHRIN,42.60594,2/1/2000
YUMA,2000,3,BIFENTHRIN,1.57443,3/1/2000
YUMA,2000,3,CHLORPYRIFOS,364.6149,3/1/2000
YUMA,2000,3,CYFLUTHRIN,9.8969,3/1/2000
YUMA,2000,3,CYPERMETHRIN,72.182305,3/1/2000
YUMA,2000,3,DIAZINON,6.528795,3/1/2000
YUMA,2000,3,DIMETHOATE,111.44081,3/1/2000
YUMA,2000,3,ESFENVALERATE,2.05218,3/1/2000
YUMA,2000,3,FORMETANATE HYDROCHLORIDE,2.32,3/1/2000
YUMA,2000,3,LAMBDA-CYHALOTHRIN,70.707585,3/1/2000
YUMA,2000,3,MALATHION,217.739925,3/1/2000
YUMA,2000,3,METHAMIDOPHOS,7.810725,3/1/2000
YUMA,2000,3,METHOMYL,406.7655625,3/1/2000
YUMA,2000,3,OXAMYL,8.02659,3/1/2000
YUMA,2000,3,OXYDEMETON-METHYL,19.46685,3/1/2000
YUMA,2000,3,PERMETHRIN,239.9760075,3/1/2000
YUMA,2000,3,PHORATE,107.4365,3/1/2000
YUMA,2000,3,PYRETHRINS,20.78336,3/1/2000
YUMA,2000,3,THIODICARB,2.08,3/1/2000
YUMA,2000,3,ZETA-CYPERMETHRIN,42.12403,3/1/2000
YUMA,2000,4,BIFENTHRIN,8.910915,4/1/2000
YUMA,2000,4,CHLORPYRIFOS,437.770765,4/1/2000
YUMA,2000,4,CYFLUTHRIN,6.445335,4/1/2000
YUMA,2000,4,CYPERMETHRIN,14.68922,4/1/2000
YUMA,2000,4,DIAZINON,3.85606,4/1/2000
YUMA,2000,4,DIMETHOATE,783.956745,4/1/2000
YUMA,2000,4,ESFENVALERATE,83.451485,4/1/2000
YUMA,2000,4,FENPROPATHRIN,1.1648,4/1/2000
YUMA,2000,4,FORMETANATE HYDROCHLORIDE,131.5743125,4/1/2000
YUMA,2000,4,LAMBDA-CYHALOTHRIN,2.389335,4/1/2000
YUMA,2000,4,MALATHION,173.71302,4/1/2000
YUMA,2000,4,METHOMYL,36.9085,4/1/2000
YUMA,2000,4,OXAMYL,4.013295,4/1/2000
YUMA,2000,4,OXYDEMETON-METHYL,29.12,4/1/2000
YUMA,2000,4,PERMETHRIN,20.82496,4/1/2000
YUMA,2000,4,PHORATE,22.0528125,4/1/2000
YUMA,2000,5,ACEPHATE,1.4100625,5/1/2000
YUMA,2000,5,BIFENTHRIN,36.45954,5/1/2000
YUMA,2000,5,CHLORPYRIFOS,305.034105,5/1/2000
YUMA,2000,5,CYFLUTHRIN,0.96447,5/1/2000
YUMA,2000,5,CYPERMETHRIN,3.17538,5/1/2000
YUMA,2000,5,DIAZINON,0.78,5/1/2000
YUMA,2000,5,DIMETHOATE,128.85431,5/1/2000
YUMA,2000,5,DISULFOTON,1.12437,5/1/2000
YUMA,2000,5,ESFENVALERATE,30.570345,5/1/2000
YUMA,2000,5,FENPROPATHRIN,1.38112,5/1/2000
YUMA,2000,5,FORMETANATE HYDROCHLORIDE,95.0914375,5/1/2000
YUMA,2000,5,LAMBDA-CYHALOTHRIN,3.23843,5/1/2000
YUMA,2000,5,MALATHION,209.98289,5/1/2000
YUMA,2000,5,METHOMYL,118.844875,5/1/2000
YUMA,2000,5,OXAMYL,10.54638,5/1/2000
YUMA,2000,5,OXYDEMETON-METHYL,8.31584,5/1/2000
YUMA,2000,5,PERMETHRIN,8.583215,5/1/2000
YUMA,2000,6,ACEPHATE,123.2690625,6/1/2000
YUMA,2000,6,BIFENTHRIN,26.21268,6/1/2000
YUMA,2000,6,CHLORPYRIFOS,177.370115,6/1/2000
YUMA,2000,6,CYFLUTHRIN,22.300395,6/1/2000
YUMA,2000,6,CYPERMETHRIN,3.409705,6/1/2000
YUMA,2000,6,DIAZINON,5.46026,6/1/2000
YUMA,2000,6,DIMETHOATE,22.807915,6/1/2000
YUMA,2000,6,ESFENVALERATE,3.959475,6/1/2000
YUMA,2000,6,FENPROPATHRIN,24.593205,6/1/2000
YUMA,2000,6,FORMETANATE HYDROCHLORIDE,22.6655,6/1/2000
YUMA,2000,6,MALATHION,21.110115,6/1/2000
YUMA,2000,6,METHIDATHION,15.330155,6/1/2000
YUMA,2000,6,METHOMYL,48.259655,6/1/2000
YUMA,2000,6,PERMETHRIN,3.095165,6/1/2000
YUMA,2000,6,ZETA-CYPERMETHRIN,0.52078,6/1/2000
YUMA,2000,7,ACEPHATE,265.18525,7/1/2000
YUMA,2000,7,BIFENTHRIN,52.83902,7/1/2000
YUMA,2000,7,CHLORPYRIFOS,264.37112,7/1/2000
YUMA,2000,7,CYFLUTHRIN,29.31708,7/1/2000
YUMA,2000,7,CYPERMETHRIN,0.546975,7/1/2000
YUMA,2000,7,DIMETHOATE,16.0706,7/1/2000
YUMA,2000,7,ESFENVALERATE,6.46594,7/1/2000
YUMA,2000,7,FENPROPATHRIN,91.554905,7/1/2000
YUMA,2000,7,FORMETANATE HYDROCHLORIDE,4.94,7/1/2000
YUMA,2000,7,LAMBDA-CYHALOTHRIN,10.070255,7/1/2000
YUMA,2000,7,METHIDATHION,35.59802,7/1/2000
YUMA,2000,7,METHOMYL,1.508625,7/1/2000
YUMA,2000,7,OXAMYL,33.48423,7/1/2000
YUMA,2000,7,TRIBUFOS,5.452525,7/1/2000
YUMA,2000,7,ZETA-CYPERMETHRIN,15.32973,7/1/2000
YUMA,2000,8,ACEPHATE,143.25,8/1/2000
YUMA,2000,8,BENSULIDE,137.41949,8/1/2000
YUMA,2000,8,BIFENTHRIN,2.1619,8/1/2000
YUMA,2000,8,CHLORPYRIFOS,117.518155,8/1/2000
YUMA,2000,8,CYFLUTHRIN,6.40549,8/1/2000
YUMA,2000,8,CYPERMETHRIN,2.014025,8/1/2000
YUMA,2000,8,DIAZINON,27.53,8/1/2000
YUMA,2000,8,ESFENVALERATE,1.991795,8/1/2000
YUMA,2000,8,ETHEPHON,22.406085,8/1/2000
YUMA,2000,8,FENPROPATHRIN,102.44871,8/1/2000
YUMA,2000,8,FORMETANATE HYDROCHLORIDE,4.25,8/1/2000
YUMA,2000,8,METHOMYL,53.24497,8/1/2000
YUMA,2000,8,PERMETHRIN,2.61768,8/1/2000
YUMA,2000,8,TRIBUFOS,76.37305,8/1/2000
YUMA,2000,8,ZETA-CYPERMETHRIN,2.88314,8/1/2000
YUMA,2000,9,ACEPHATE,61.317375,9/1/2000
YUMA,2000,9,BENSULIDE,3993.72337,9/1/2000
YUMA,2000,9,BIFENTHRIN,6.027775,9/1/2000
YUMA,2000,9,CARBARYL,40,9/1/2000
YUMA,2000,9,CHLORPYRIFOS,425.99126,9/1/2000
YUMA,2000,9,CYFLUTHRIN,0.48685,9/1/2000
YUMA,2000,9,CYPERMETHRIN,146.555435,9/1/2000
YUMA,2000,9,DIAZINON,1209.442988,9/1/2000
YUMA,2000,9,DIMETHOATE,4.051905,9/1/2000
YUMA,2000,9,ESFENVALERATE,42.66626,9/1/2000
YUMA,2000,9,ETHEPHON,2.22534,9/1/2000
YUMA,2000,9,FENPROPATHRIN,10.88841,9/1/2000
YUMA,2000,9,FORMETANATE HYDROCHLORIDE,2.4523125,9/1/2000
YUMA,2000,9,LAMBDA-CYHALOTHRIN,26.506805,9/1/2000
YUMA,2000,9,MALATHION,21.83194,9/1/2000
YUMA,2000,9,METHOMYL,1207.645685,9/1/2000
YUMA,2000,9,OXYDEMETON-METHYL,6.56838,9/1/2000
YUMA,2000,9,PERMETHRIN,272.315545,9/1/2000
YUMA,2000,9,TRIBUFOS,83.24199,9/1/2000
YUMA,2000,9,ZETA-CYPERMETHRIN,45.412185,9/1/2000
YUMA,2000,10,ACEPHATE,123.795375,10/1/2000
YUMA,2000,10,BENSULIDE,3334.777745,10/1/2000
YUMA,2000,10,BIFENTHRIN,1.17507,10/1/2000
YUMA,2000,10,CARBARYL,38.461625,10/1/2000
YUMA,2000,10,CHLORPYRIFOS,339.4275,10/1/2000
YUMA,2000,10,CYPERMETHRIN,394.18093,10/1/2000
YUMA,2000,10,DIAZINON,878.0548,10/1/2000
YUMA,2000,10,DIMETHOATE,12.479935,10/1/2000
YUMA,2000,10,ESFENVALERATE,73.62017,10/1/2000
YUMA,2000,10,FORMETANATE HYDROCHLORIDE,1.27,10/1/2000
YUMA,2000,10,LAMBDA-CYHALOTHRIN,101.71187,10/1/2000
YUMA,2000,10,MALATHION,179.27338,10/1/2000
YUMA,2000,10,METHOMYL,3455.816418,10/1/2000
YUMA,2000,10,PERMETHRIN,860.831775,10/1/2000
YUMA,2000,10,THIODICARB,36.70303,10/1/2000
YUMA,2000,10,TRIBUFOS,10.57407,10/1/2000
YUMA,2000,10,ZETA-CYPERMETHRIN,155.67188,10/1/2000
YUMA,2000,11,ACEPHATE,88.5853125,11/1/2000
YUMA,2000,11,BENSULIDE,1259.61576,11/1/2000
YUMA,2000,11,CHLORPYRIFOS,37.984945,11/1/2000
YUMA,2000,11,CYFLUTHRIN,0.208,11/1/2000
YUMA,2000,11,CYPERMETHRIN,221.087295,11/1/2000
YUMA,2000,11,DIAZINON,375.675775,11/1/2000
YUMA,2000,11,DIMETHOATE,56.090645,11/1/2000
YUMA,2000,11,ESFENVALERATE,45.662955,11/1/2000
YUMA,2000,11,LAMBDA-CYHALOTHRIN,72.317505,11/1/2000
YUMA,2000,11,MALATHION,123.148545,11/1/2000
YUMA,2000,11,METHOMYL,1223.766708,11/1/2000
YUMA,2000,11,PERMETHRIN,603.08143,11/1/2000
YUMA,2000,11,THIODICARB,10.97317,11/1/2000
YUMA,2000,11,ZETA-CYPERMETHRIN,68.28081,11/1/2000
YUMA,2000,12,ACEPHATE,174.290375,12/1/2000
YUMA,2000,12,BENSULIDE,730.6983,12/1/2000
YUMA,2000,12,BIFENTHRIN,0.6526,12/1/2000
YUMA,2000,12,CHLORPYRIFOS,52.601065,12/1/2000
YUMA,2000,12,CYPERMETHRIN,62.89907,12/1/2000
YUMA,2000,12,DIAZINON,212.1576225,12/1/2000
YUMA,2000,12,DIMETHOATE,53.214265,12/1/2000
YUMA,2000,12,ESFENVALERATE,11.85444,12/1/2000
YUMA,2000,12,LAMBDA-CYHALOTHRIN,107.96812,12/1/2000
YUMA,2000,12,MALATHION,37.290175,12/1/2000
YUMA,2000,12,METHOMYL,813.201155,12/1/2000
YUMA,2000,12,OXYDEMETON-METHYL,4.03884,12/1/2000
YUMA,2000,12,PERMETHRIN,339.831265,12/1/2000
YUMA,2000,12,THIODICARB,5.2,12/1/2000
YUMA,2000,12,ZETA-CYPERMETHRIN,28.014285,12/1/2000
YUMA,2001,1,ACEPHATE,389.8966875,1/1/2001
YUMA,2001,1,BENSULIDE,236.38615,1/1/2001
YUMA,2001,1,BIFENTHRIN,5.20949,1/1/2001
YUMA,2001,1,CHLORPYRIFOS,17.8956275,1/1/2001
YUMA,2001,1,CYPERMETHRIN,73.094255,1/1/2001
YUMA,2001,1,DIAZINON,85.24368,1/1/2001
YUMA,2001,1,DIMETHOATE,97.39938,1/1/2001
YUMA,2001,1,DISULFOTON,0.77038,1/1/2001
YUMA,2001,1,ESFENVALERATE,6.23025,1/1/2001
YUMA,2001,1,LAMBDA-CYHALOTHRIN,193.02426,1/1/2001
YUMA,2001,1,MALATHION,26.0442,1/1/2001
YUMA,2001,1,METHOMYL,642.2605875,1/1/2001
YUMA,2001,1,OXAMYL,8.60691,1/1/2001
YUMA,2001,1,PERMETHRIN,251.988565,1/1/2001
YUMA,2001,1,ZETA-CYPERMETHRIN,46.271875,1/1/2001
YUMA,2001,2,ACEPHATE,173.8301875,2/1/2001
YUMA,2001,2,BENSULIDE,224.10089,2/1/2001
YUMA,2001,2,BIFENTHRIN,2.570165,2/1/2001
YUMA,2001,2,CYFLUTHRIN,0.26624,2/1/2001
YUMA,2001,2,CYPERMETHRIN,68.386955,2/1/2001
YUMA,2001,2,DIAZINON,23.419435,2/1/2001
YUMA,2001,2,DIMETHOATE,185.474185,2/1/2001
YUMA,2001,2,ESFENVALERATE,10.29236,2/1/2001
YUMA,2001,2,LAMBDA-CYHALOTHRIN,185.132675,2/1/2001
YUMA,2001,2,MALATHION,2.9952,2/1/2001
YUMA,2001,2,METHOMYL,860.229425,2/1/2001
YUMA,2001,2,PERMETHRIN,303.00337,2/1/2001
YUMA,2001,2,PHORATE,57.537125,2/1/2001
YUMA,2001,2,PYRETHRINS,5.24355,2/1/2001
YUMA,2001,2,THIODICARB,10.32252,2/1/2001
YUMA,2001,2,ZETA-CYPERMETHRIN,40.272765,2/1/2001
YUMA,2001,3,BENSULIDE,147.67558,3/1/2001
YUMA,2001,3,CARBOFURAN,6.5,3/1/2001
YUMA,2001,3,CHLORPYRIFOS,16.4562025,3/1/2001
YUMA,2001,3,CYFLUTHRIN,1.225835,3/1/2001
YUMA,2001,3,CYPERMETHRIN,65.7267,3/1/2001
YUMA,2001,3,DIAZINON,8.67633,3/1/2001
YUMA,2001,3,DIMETHOATE,43.69391,3/1/2001
YUMA,2001,3,ESFENVALERATE,47.41698,3/1/2001
YUMA,2001,3,LAMBDA-CYHALOTHRIN,68.696615,3/1/2001
YUMA,2001,3,MALATHION,423.656155,3/1/2001
YUMA,2001,3,METHAMIDOPHOS,14.04,3/1/2001
YUMA,2001,3,METHOMYL,464.3335,3/1/2001
YUMA,2001,3,OXYDEMETON-METHYL,38.891255,3/1/2001
YUMA,2001,3,PERMETHRIN,574.715145,3/1/2001
YUMA,2001,3,PHORATE,51.644,3/1/2001
YUMA,2001,3,PYRETHRINS,40.77879,3/1/2001
YUMA,2001,3,ZETA-CYPERMETHRIN,21.89538,3/1/2001
YUMA,2001,4,ACEPHATE,0.49,4/1/2001
YUMA,2001,4,BIFENTHRIN,8.508695,4/1/2001
YUMA,2001,4,CHLORPYRIFOS,156.5012725,4/1/2001
YUMA,2001,4,CYFLUTHRIN,4.93012,4/1/2001
YUMA,2001,4,CYPERMETHRIN,15.73728,4/1/2001
YUMA,2001,4,DIMETHOATE,990.545855,4/1/2001
YUMA,2001,4,DISULFOTON,3.76727,4/1/2001
YUMA,2001,4,ESFENVALERATE,14.156155,4/1/2001
YUMA,2001,4,FORMETANATE HYDROCHLORIDE,8.75,4/1/2001
YUMA,2001,4,LAMBDA-CYHALOTHRIN,8.22094,4/1/2001
YUMA,2001,4,MALATHION,312.73996,4/1/2001
YUMA,2001,4,METHAMIDOPHOS,2.05699,4/1/2001
YUMA,2001,4,METHOMYL,32.7995,4/1/2001
YUMA,2001,4,OXYDEMETON-METHYL,19.00483,4/1/2001
YUMA,2001,4,PERMETHRIN,84.053015,4/1/2001
YUMA,2001,4,PHORATE,51.3898125,4/1/2001
YUMA,2001,5,BIFENTHRIN,12.353185,5/1/2001
YUMA,2001,5,CHLORPYRIFOS,283.73033,5/1/2001
YUMA,2001,5,CYFLUTHRIN,3.039595,5/1/2001
YUMA,2001,5,CYPERMETHRIN,7.574775,5/1/2001
YUMA,2001,5,DIMETHOATE,232.937705,5/1/2001
YUMA,2001,5,ESFENVALERATE,9.069385,5/1/2001
YUMA,2001,5,FENPROPATHRIN,33.54988,5/1/2001
YUMA,2001,5,FORMETANATE HYDROCHLORIDE,20.25,5/1/2001
YUMA,2001,5,LAMBDA-CYHALOTHRIN,1.3832,5/1/2001
YUMA,2001,5,MALATHION,225.10917,5/1/2001
YUMA,2001,5,METHOMYL,109.267375,5/1/2001
YUMA,2001,5,PERMETHRIN,6.99606,5/1/2001
YUMA,2001,6,ACEPHATE,108.838,6/1/2001
YUMA,2001,6,AZINPHOS-METHYL,2.08,6/1/2001
YUMA,2001,6,BIFENTHRIN,18.24329,6/1/2001
YUMA,2001,6,CHLORPYRIFOS,67.94411,6/1/2001
YUMA,2001,6,CYFLUTHRIN,18.00435,6/1/2001
YUMA,2001,6,DIMETHOATE,111.655505,6/1/2001
YUMA,2001,6,ESFENVALERATE,11.41387,6/1/2001
YUMA,2001,6,FENPROPATHRIN,30.459325,6/1/2001
YUMA,2001,6,FORMETANATE HYDROCHLORIDE,5.7159375,6/1/2001
YUMA,2001,6,LAMBDA-CYHALOTHRIN,2.761395,6/1/2001
YUMA,2001,6,MALATHION,113.16838,6/1/2001
